id,gia,tieu_de,mo_ta_chi_tiet,thuong_hieu,dong_xe,nam_dang_ky,so_km_da_di,tinh_trang,loai_xe,dung_tich_xe,xuat_xu
6532,5.5,Can ban,Cần bán xe tay ga máy zin êm fun chức năng giấy tớ đầy đủ giá 5tr5 bớt lộc,Kymco,Like MMC,2015.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan
6533,67.0,Cần bán SH 2017 ABS máy zin,Em bán SH 2017 Abs máy zin Xe đẹp ít sử dụng Lên Sporty ốc salayza cổ pô titan Giá 68tr,Honda,SH,2017.0,47000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6534,12.5,Wave A100 bstp 59y2,Xe nguyên zin chưa rớt đầu Ngoại hình sạch sẽ Chính chủ 1 đời sang tên nhanh lẹ Có bớt cho ae nhanh lẹ hợp lý,Honda,Wave,2011.0,999999.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
6535,30.0,Cần bán xe,Cần để lại cho ae con wave thái 110 Ae cần alo mình nha,Honda,Wave,1999.0,79000.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
6536,35.0,Bán xe benelli 302 củ chi tphcm,Xe nhà đang dùng giá 3x có x có bán 9 chủ nhé,Benelli,BN 302,2015.0,250000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nước khác
6537,3.5,,Cần bán xe novo4 đi làm tốt máy êm giấy tờ đầy đủ xem xe tại nhà ai cần liên hệ,Yamaha,Nouvo,2010.0,1234.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan
6538,5.7,novo 4 zin nguyên bản 1 đời chủ bản đặc biệt 135cc,cần bán cho ae thiện chí xe zin nguyên bản 1 đời chủ nhé zin toàn bộ chưa thay thế gì hết cả máy móc bao im cực kỳ bốc đi đường xa,Yamaha,Nouvo,2011.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6539,6.0,Xe Nouvo4 của chú công an ít chạy máy rất mạnh,Giấy tờ đầy đủ xem xe tại ấp tam tân xã tân an hội củ chi,Yamaha,Nouvo,2012.0,10000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
6540,16.0,Xe dư bán,Xe đang đi Đổi xe cần bán Xe máy bao êm xe nử đi có trầy xước nhẹ và theo năm tháng a e nào cần mua giá thương lượng ít để a e xài lh,Honda,Air Blade,2016.0,11000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
6541,13.5,xe airblade chính chủ phun xăng fi,Kẹt tiền cần bán gấp xe mới dc uỷ quyền giờ ký giấy sang tên thoải mái Xe máy êm ru mới thay nhớt và bố thắng mua về chỉ chạy xe đẹp len keng Ai gọi hk dc nhắn tin tôi gọi lại Thanks chợ tốt,Honda,Air Blade,2015.0,33333.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6542,19.0,Cần Bán Xe Như Hình Giá 20 Triêu,Cần Bán Xe Như Hình Ảnh Đăng Xe Sạch Đẹp Máy Êm Chất Lương,Honda,Future,2009.0,100000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
6543,13.0,xe ab209 Fi chính chủ,Xe đẹp len keng nhớt thay sẵn về chỉ chạy máy bao êm hk hú láp Ae thử là thích liền Do kẹt tiền lo việc nhà nên bán gấp Thanks chợ tốt duyệt tin,Honda,Air Blade,2015.0,33333.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6544,14.9,Cần bán xe cub taya 50cc mới mua 2 tháng,Cần bán xe cub taya 50cc Xe mua cho con đi học Xe mới mua 2 tháng Chạy 550km,Taya,Cub,2025.0,550.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
6545,4.7,WAVE ĐEN KOREA110CC PIAGGIO 150CC,WAVE ĐEN XE BAO CHẠY BAO ÊM BSTP GTĐĐ 4TR7 PIAGGIO VESPA 150CC 8TR5 BSTP GTDD BH 365 DAYS MUA BÁN TẠI NHÀ GẦN BẾN XE CỦ CHI,Hãng khác,Dòng khác,2013.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
6546,17.0,Cần tiền bán gấp,Xe nữa đi mới ok không trầy xước giấy tờ hợp lệ chinh chu,Yamaha,Janus,2020.0,12450.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
6547,8.0,Xe Wave còn zin chính chủ,Cần bán xe Wave xương cá còn zin xe chính chủ có thể Sang Tên và ủy quyền đầu nồi chưa Mở Ai cần liên hệ Xin cảm ơn,Honda,Wave,2007.0,8686.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
6548,2.1,Bán suzuki s1000,Xe trùm mền cần ra đi hoặc giao lưu sport Đăng ký 2018 odo 16 ngàn km bao ko tua Xe zin chưa sửa chữa ko đâm đụng Đồ zin còn Xem xe Củ Chi Giá 210 Xin để lại tin nhắn,Suzuki,GSX,2018.0,16000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật
6549,5.0,Cần bán xe Wave như hình gtdđ máy bao êm full,Xin đọc hết tin đăng cám ơn cần bán xe Wave như hình 100 máy đẹp full căm niềng vỏ ruột trước sau rất đẹp máy rất êm mạnh đèn kèn đề xinhan đầy đủ đồng hồ điện tử xe chạy lợi xăng tin còn là còn bán xin đừng nhắn tin ACE cần gọi trực tiếp đếp xem cho an tâm cám ơn,Hãng khác,Dòng khác,2005.0,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc
6550,4.0,Xe Ultimo bán hoặc GL xe khác tại Củ Chi HCM,Xe Ultimo giấy tờ đầy đủ có giấy cửa hàng giá 4tr bán hoặc GL xe khác tại Củ Chi HCM,Yamaha,Mio,2008.0,123456.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
6551,58.0,wave thái 125,Xe bstp 9 chủ Odo 27 ngàn km Máy móc zin chưa đụng Máy êm thì thầm kh dọng hú Xem xe ở củ chi ngay bv xuyên á,Honda,Wave,2020.0,27000.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
6552,4.8,Xe Win máy êm nguyên rin,Bán xe win máy móc êm chạy bốc mua về chỉ việc đổ xăng là chạy Full chức năng đề nhẹ là nổ kèn đèn xinhan đầy đủ giấy tờ hợp lệ anh em mua về dọn cafe race tùy ý,Hãng khác,Dòng khác,1980.0,888000.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Trung Quốc
6553,20.9,Cuxi chính chủ kiểng nhẹ cần bán,Xe chính chủ dọn nay dư xe nên bán Máy móc êm ko hao xăng Thích hợp cafe đưa học sinh đi chợ Giá trên còn fix Xem xe cầu vượt củ chi Bao kí giấy,Yamaha,Cuxi,2013.0,35799.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
6554,5.3,Dư xe không đi tới,Do không xử dụng tới nên cần bán xe như hình cho học sinh đi học hay người lớn đi chợ không cần bằng lái giấy tờ đầy đủ Có bớt cho ace ạ,Honda,Cub,1986.0,7777.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
6555,12.5,xe AB tay ga dọn thái,Xe nhà sử dụng nữ đi ít cần sang nhượng giá cả hợp lý,Honda,Air Blade,2010.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6556,16.8,135 Up 2010,135 up full 2010 cứng cáp Máy 62zz lòng ycs bx uma bô êm đít zin bao êm Mâm Rcb phuột Yss Cùm Nvx đồng hồ Uma đuôi Api 16tr900 ngay hệ alo em,Yamaha,Exciter,2012.0,6868.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
6557,5.3,Nouvo4 tâm huyết,Xe e sử dụng nen tâm huyết lắm nha ae máy móc nguyên zin thì thầm E đang di nồi carbon phuộc nvx bao manh bao sàn lắc nha ae ngoai hình leng keng Xe e bao 40km 1lit nha ae ai quan lh e,Yamaha,Nouvo,2011.0,60000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
6558,7.8,Ban xe như hinh,Xe hoạt động binh thường xe học sinh đi học không dùng nữa,Kymco,K-Pipe,2017.0,969696.0,Đã sử dụng,Xe số,Dưới 50 cc,Đài Loan
6559,8.3,bán xe zuzuki axelo,Xe nhà chạy kỷ bao tranh chấp ai cần liên hệ,Suzuki,Axelo,2016.0,330000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
6560,10.0,xe Honda Blade 110,Cần bán xe Honda Blade 110 xe như hình chính chủ Bs đồng tháp Máy móc êm mạnh Mua về đỗ xăng là chạy thích hợp cho anh em chạy grap giá 10tr ai cần inbox để biết thêm thông tin chi tiết xin cảm ơn,Honda,Blade,2016.0,27000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
6561,27.0,xe bỏ kho không chạy bán cho anh em tâm huyết,xe mình mới làm lại hết mười mấy triệu vì không chạy bỏ kho riết với mình chuẩn bị mua xe hơi nên ít sử dụng tới e nó bán lại cho anh em ai thích xe nhỏ ai mún mua liên lệ mình trước để mình sạc bình xe mình bỏ kho lâu quá nên nó hết bình rồi mình rảnh ban đêm nhé,Yamaha,Exciter,2006.0,0.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
6562,14.8,Ex 150 Kiểng,Bán ex 150 máy zin chạm bao êm không khói Áo sạch đẹp Mâm 5c đèn led xịn heo brembo 14tr800 cần lh em,Yamaha,Exciter,2015.0,9999.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
6563,19.0,67 chính chủ 2 đĩa đầu lòng wave 100 đồng hồ md,Cần bán 67 như hình Chính chủ công chứng Xe đã lên 2 đĩa Gấp nhôm Lòng wave a 110 Bô vắt móc thông Đồng hồ md còn hoạt động Bình xăng gò dầy Đề kawasaki Vỏ maxix Phuộc sau wave Phuộc trước nice Xe dọn tâm huyết Xi nhan kèn đầy đủ Máy mạnh mới đi tour hcm Châu đốc Kẹt tiền cần bán Ae hợp nhãn alo có fix,Honda,67,1980.0,50000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản
6564,5.0,Bán chiếc xe SUZUKI XBIKE 125,Bán chiếc xe SUZUKI X BIKE 125 còn chạy tốt máy mạnh êm bánh mâm vỏ không ruột thắng đĩa xe người lớn tuổi đi bảng số tỉnh Phú Yên bao tranh chấp giá trên bài vui lòng gọi điện trực tiếp để xem xe,Suzuki,Xbike,2011.0,33000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
6565,23.8,máy zin chính chủ ký giấy,Máy zin êm xe không nỗi Xe ngay chủ ký giấy tại củ chi Xe mua về chỉ việc đổ xang là chạy,Honda,Sonic,2022.0,32000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
6566,6.5,Xe Moto Côn Tay 107cc cafe racker hết đam mê,Cùng đam mê Chia lại moto côn tay Cafe 107cc MÁY KHÔ RÁO KHÔNG XÌ NHỚT CHẢY XĂNG MÁY MẠNH mới thay nhớt thay pugi hôm qua a vỏ xe mới Niền sáng bóng ở củ chi gần cổng đồng dù ấp 5 Lien hê số không tám 1 4 một 8 không 4 chính 4 dùm,Detech,Espero,2014.0,99999.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
6567,14.0,cần bán con exciter 2012 xe zin đâu nồi chưa rớt,Cần bán con exciter 2012 xe zin đầu nồi chưa rớt máy bốc Xe đẹp Chính chủ định danh bán cho ai cần sử dụng Giá cả thương lượng,Yamaha,Exciter,2012.0,400000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
6568,19.5,Gl ex2018 2019 hoặc bán,Xe zin chưa rớt máy nồi Mới thay lại dàn áo và nhông sên dĩa mua về chỉ việc chạy Xe rất bốc nhưng đi chán muốn gl ex2018 2019,Honda,Winner X,2022.0,25000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
6569,26.8,supre 2008 máy zin đầu chưa rớt ngay chủ ký giấy,Máy zin chưa rớt đầu 2008 ngay chủ ký giấy Aemua về đổ xăng là chạy,Honda,Dream,2008.0,52000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
6570,14.5,winer 2019 máy zin êm,Xe đẹp không nỗi Ae mua về chỉ việc đổ xăng là chạy Mua bán tại nhà viết giấy bao chanh chấp,Honda,Winner,2019.0,13500.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
6571,28.0,Exciter 155 2022 smk,Đời 2022 khóa smartkey máy móc zin bao êm áo có trày bán btc giao cavet và cccd chủ xe fixxx nhẹ cafe xăng cộ xem xe củ chi,Yamaha,Exciter,2022.0,12000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
6572,9.5,Dư dùng cần ra em 67,Dư dùng ra đi 67 đồ zin còn nhiều đồng hồ còn 5 số xe nhạy nổ đạp nhẹ là nỗ máy êm ru không la không hú xe giấy tờ đầy đủ bán viết giấy tay bao chanh chấp ae thích liên hệ có bớt người thiện chí xem xe thủ dầu một,Honda,67,1997.0,327.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
6574,27.5,Exciter 155 2021 smk,Đời 2021 khóa smartkey zin từ a tới z máy móc bao êm bao zin áo đẹp trày xíu xiu bán btc giao cavet cccd và chữ ký chủ xe fixxx cafe xăng cộ cho ai nhanh lẹ xem xe củ chi,Yamaha,Exciter,2024.0,26000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
6575,32.0,Bán xe Satria chính chủ máy móc zin,Xe để không từ 2021 tới nay ít chạy không còn nhu cầu nên bán cho trống nhà Alo,Suzuki,Satria,2019.0,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
6576,14.5,Kh dùng tới e cần bán sirius 2022 bstp 9c,Máy móc chưa chạm Xe sạch sẽ êm Xe dô gần full ốc salaya sạch sẽ Sẽ nhà sữ dụng bak text Odo mười mấy ngàn,Yamaha,Sirius,2022.0,16000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
6577,10.0,Bán Vision 215 màu đỏ biển tp thì chia lại cho e,Anh chị nào muốn lên đời hoặc nhà dư vision đời từ 215 trở lên màu đỏ biển tphcm thì chia lại giúp e nha k yêu cầu về máy móc ngoại hình giao cavet photo cccd người bán là xog giá cả có thể thương lượng thêm,Honda,Vision,2015.0,11111.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
6578,2.555555,wave thái chính chủ hết đam mê,Hết ghiền chia lại cho ae có nhu cầu sưu tầm Wave thái đời 99 chính chủ biển sg ngoại hình dễ nhìn dán keo Máy êm giá chính chủ đứng bán ko qua cò lái ae yên tâm Đến xem xe cf thoải mái 25trieu theo chủ mới đi chơi nhận gl tay ga đời cao có bù trừ hợp lý luôn,Honda,Wave,1999.0,123456.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
6579,2.5,Càn bán xe như hình xe đẹp máy im ok,Cần bán xe như hình xe đẹp rin máy im ok hết không kêu hú gì hết giá rẻ ae hiểu nha mua đi nhậu ok cảm on,SYM,Elizabeth,2009.0,17000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
6580,8.0,Dream lùn dọn mới,Chiếc dream lùn 3 e dọn hôm tết Nay kẹt tiền bán Ai cần LH nhé Máy móc im ru k tiếng động lạ Xe cứng cáp Gtdd Btc,Hãng khác,Dòng khác,2002.0,123456.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
6581,10.5,AB máy êm ru giấy tờ đầy đủ Alo zalo e nha,AB máy êm ru giấy tờ đầy đủ Alo zalo e nha D C 616C tỉnh lộ 15 tân thạnh đông củ chi,Honda,Air Blade,2012.0,1234.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6582,28.5,Ex CTD 1s9a,Cần bán ex 1s9a BSTP 9 chủ Xe e đứng UQ lần 2 kí mua bán ae muốn đứng uỷ quyền e hỗ trợ kí huỷ Xe mới dọn trước tết Sơn xi full Dàn chân leng keng Áo nhám đẹp Máy làm 57kck Ae cần lh zalo,Yamaha,Exciter,2013.0,111111.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
6583,24.0,Ex độ 62 1 5,Dàn ngoài Úp đèn led 219 Gấp magicboy v1 Côn rcb Gù innoxx Mâm 5cây Gác chân malay Phần máy Đầu zin 19 22 Dên zin thay tay 1 5 Lòng 62 trf Cam 6 8 Ecu brt juken 5 Pô zin móc Liên hệ zalo,Yamaha,Exciter,2016.0,50000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
6584,2.5,Cân bán,Xe máy im re đang đi làm bình thường nay khong đi nữa nhường lại cho ai cần giá t Thích hợp lý mn hiểu dum lưu ý chỉ nghe ĐT trực tiếp ko tiếp tin nhắn,Honda,Dream,2010.0,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc
6585,7.9,Xe máy Galaxy sports 110cc chính chủ,Vợ mua xe tay ga dư ga xe số Galaxy Sport 110cc chính chủ Ai mua thì liên hệ xe tay côn nhưng đã cắt bỏ con làm lại như xe Wave cho dễ chạy,SYM,Galaxy,2015.0,63000.0,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc
6586,6.8,Novo5 máy êm biển số 69 giấy tờ chức năng đầ,Novo5 máy êm biển số 69 giấy tờ chức năng đầy đủ 7 3tr SDT ZaLo E Nha D C Tỉnh lộ 15 Tân Thạnh Đông Củ Chi,Yamaha,Nouvo,2013.0,1237.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6587,35.0,R15V3 mới đi hơn 2000km biển số TpHCM chính chủ,Xe đăng ký 2019 nhưng chỉ đi phố cà phê với bạn bè It đi đi chưa tới 3000km bao mới bao đẹp bao zin bao test các thứ Chính chủ,Yamaha,R,2019.0,2000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
6588,6.9,siriiut Nhật máy móc im zin chưa bung bình đề ok,Siriut Nhật giấy tờ đủ máy móc bao im khô ráo máy zin đầu lòng zin chưa bung mua về chạy rất OK có Síp cho ACE ở xa có thiện chí mua xe,Yamaha,Sirius,2012.0,9.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
6589,8.8,Nozza 2014 FI xe nhà đi chợ,Xe nhà đi chợ cần đổi xe khác nên bán lại đời 2014 FI bs 61 công chứng ủy quyền 30s LH Hậu,Yamaha,Nozza,2014.0,0.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
6590,40.0,Ab 150,Do muốn đổi xe cho vợ đi nên bán cho a e cần Xe đk 2021 chính chủ zin het chưa làm gì chỉ gắn mấy món đồ xe cho đẹp để đung trầy thôi,Honda,Air Blade,2021.0,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
6591,17.0,Bán winner v1 chính chủ bs Tây Ninh,Nhà dư cần bán không 1 lỗi nhỏ 2 vỏ xe còn mới cứng máy móc nguyên zin xe tôi chính chủ bán không qua cò lái xem xe ở Củ Chi,Honda,Winner,2018.0,58000.0,Đã sử dụng,Xe số,Đang cập nhật,Bảo hành hãng
6592,4.7,Xe Elizabeth biển số thành phố,Cần bán xe bstp k9c bao tranh chấp xe bấm đề là nổ mấy êm lợi xăng Xem xe mua bán và kí giấy tại nhà ae yên tâm,SYM,Elizabeth,2014.0,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
6593,33.0,ban xe vario125 chính chủ,Xe mới 95 1 chủ oder 10 000km bao zin từ a z phát hiện tháo con ốc nào cho luôn xe ae xem thiện chí tới xem xe fixx nhẹ tiền xăng cho ai gọn lẹ,Honda,Vario,2023.0,10000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
6594,8.5,Wave nhỏ 50cc máy êm ru biển số 60 giấy tờ ch,Wave nhỏ 50cc máy êm ru biển số 60 giấy tờ chức năng đầy đủ 7 8tr Alo zalo e nha D C 616C tỉnh lộ 15 tân thạnh đông củ chi,Halim,Dòng khác,2011.0,1234.0,Đã sử dụng,Tay ga,Dưới 50 cc,Việt Nam
6595,32.0,Cần bán gấp xe Yamaha R15V3 Đen nhám tem monster,Xe chưa rã máy lần nào tình trạng xe còn mới Lướt nếu cần thông tin xe chi tiết có thể đến xem trực tiếp,Yamaha,R,2022.0,11623.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
6596,7.5,xe đẹp máy êm chính chủ,lybety 3v 2015 cccd chủ xe máy êm ru giấy tờ đầy đủ 7 5tr Alo zalo e nha D C 616C tỉnh lộ 15 tân thạnh đông củ chi,Piaggio,Liberty,2015.0,1234.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6597,12.0,Cần bán janus 125fi 2018 bảng smartkey,Xe màu xám ánh tím ngọc trai nam nữ đi đều đc biển số tỉnh,Yamaha,Janus,2018.0,999999.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6598,3.8,Atila máy móc bao im đường điện mới xanh,Atila máy móc bao im khô ráo đường điện mới xanh xe bao im bao chất áo xe theo năm tháng giấy tờ đủ có Síp cho ACE ở xa có thiện chí mua giao xe đúng hình đúng xe,SYM,Attila,2010.0,9.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan
6599,13.5,Wave Alpha 110cc Chính Chủ BST 71,Xe zin máy chưa sữa chữa Xe chính chủ công chứng sang tên Biển số tỉnh 71 Về chỉ đổ xăng là chạy 13tr500 Fix cafe nhanh lẹ cho anh em thiện chí,Honda,Wave,2020.0,500000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
6600,5.4,Xe win cần bán,Bán xe như hình máy móc êm mạnh máy zin chưa chẻ sạch sẽ khô ráo không xì nhớt máy Xe có giấy tờ chứng minh Anh em mua về dọn chạy dàn áo cũ theo năm tháng Ai cần liên hệ,Hãng khác,Dòng khác,2020.0,888888.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Trung Quốc
6601,14.0,Bán xe Wave 2021,Xe lên đèn zipat Lên sạc yên hai tầng cần số inox 304 nhông sên dĩa mới gù kinh gác chân ốc loc máy may zin bao ngon tiền nào của đó anh e ak,Honda,Wave,2021.0,15000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
6602,11.0,Dio sr xe kho,Diosr 50cc xác xe kho Áo chân bao đẹp Máy móc bao êm nhẹ xem xe củ chi tân thạnh đông,Honda,Dòng khác,2005.0,7000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản
6603,8.0,wave trung quốc lên nhiều đồ alpha zin,Wave Trung Quốc giấy biển zin theo xe Tình trạng xe như sau Máy 54 pô VD móc Vô nhiều đồ Alpha Sườn bình xăng ghi đong chảng ba đồng hồ phuộc gấp lốc nồi lốc lửa đồng hồ Alpha hết còn giữ lại sườn trung quốc cho ae lấy số sườn Áo UMV Đèn Zhipat 2 tầng fix cafe vui vẻ không fix nhiều nha ae biển SG,Honda,Wave,2008.0,100000.0,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc
6604,7.3,Angela 50 cc,Xe cho học Sinh đi học Bình đề đầy đủ máy Anh chị em ai cần liên hệ,SYM,Angela,2016.0,32562.0,Đã sử dụng,Xe số,Dưới 50 cc,Đài Loan
6605,13.5,Xe janus xám đen bảng smartkey,Cần bán xe janus Do mua xe mới nên cần bán lại,Yamaha,Janus,2018.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6606,16.3,Super đaem 110,Xe chính chủ bao ký giấy cho anh em Xe dán keo nguyên chiếc đẹp như mới Ai liên hiệp em ạh,Honda,Dream,2015.0,32846.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
6607,6.35,cần bán sirut như hình,Cần bán sirut như hình tình trạng dàn áo cũ có chỗ lỏng ốc Máy êm ru Xe 09 chủ trước mua cũ ở cửa hàng Bao xe hợp pháp E người dùng bán k phải dân chuyên xe có sao nói vậy Ai cần nhắn tin em qua chợ tốt dùm ạ Hoạt zalo số trên ảnh ạ,Yamaha,Sirius,2011.0,100000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
6608,65.0,Sh 2017,Sh 2017 đẹp i hình màu trắng đen xe còn jn,Honda,SH,2017.0,72000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
6609,16.5,Cần bán drem thái như hình giấy đầy đủ xe đẹp,Cần bán drem thái giấy đầy đủ xe đẹp máy im đua là đi ok,Honda,Dream,1998.0,18000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
6610,5.5,dư dùng nên cần bán,Do k có nhu cầu chạy nữa nên cần ra đi con dream lifan Xe may móc êm điện đề đầy đủ bstp 09c bao tranh chấp Dàn ngoài sạch sẻ k mục Giá mong muốn 5tr5 xem xe có bớt Xem xe nước mia vườn cau có nhận ship khi nổ cọc Ae mua lh nha,Honda,Dream,2000.0,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Đài Loan
6611,6.0,cần bán mô tô 125cc độ cafe,Cần bán mô tô 125cc độ cafe cổ điển Máy mạnh êm ái full chức năng Xe dọn như hình Giấy tờ đầy đủ ace nào cần liên hệ ạ,Hãng khác,Dòng khác,2009.0,12345.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
6612,9.8,Xe vison,Xe chính chủ do mình đi nước ngoài nên cần nhượng lại cho a e thiện chí xe mình cũng ít đi máy móc nguyên rinh xe rất tốt ae nào thiện chí muốn mua đến nhà xem xe trực tiếp ạ,Honda,Vision,2015.0,70000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
6613,20.0,bán xe winner x,trày bể 1 tí bên hông giấy tờ mua bán cà vẹt gốc chính chủ nhưng bận công việc nên k rút hồ sơ dc sau này có thể rút dùm trog năm nay,Honda,Winner X,2021.0,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
6614,6.8,Nồi đồng cối đá,Ai đã từng chạy xe này rồi Sẽ biết máy siêu im siêu bền chạy mạnh nữa,SYM,Elegant,2009.0,53284.0,Đã sử dụng,Xe số,50 - 100 cc,Đài Loan
6615,23.0,Dư dùng nên cần bán xe MSX125,Xe máy đang chạy hằng ngày nên mn mua về đổ xăng là chạy Xe mới thay lốp nsd mới nhớt thay định kì 1000km Xe có trầy trong quá trình sử dụng Ae nào trả dưới 22 vui lòng đừng gọi Xe biển 76 mn chốt xe thì mình hỗ trợ rút gốc,Honda,MSX 125,2017.0,47000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan
6616,4.2,Bán dùm anh xe Wave như hình gtdđ máy đẹp êm OK,Xin đọc hết tin đăng cám ơn bán dùm anh xe Wave 110 như hình máy nổ rất êm xe sạch sẻ căm niềng đẹp vỏ ruột mới thắng OK đen đề kèn đầy đu đang sài đèn lel rất sáng giấy tờ hợp lệ riêng số khung hơi mờ tí xe bs Gò Vấp HCM xe chạy đầm và êm tin còn là còn bán ACE cần xin gọi trực tiếp đến xem tại nhà cho an tâm cám ơn nhiều,Honda,Dòng khác,1998.0,220000.0,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc
6617,3.9,Hazate Nhật áo xe liền lạc giấy tờ hợp lệ,giấy tờ đu áo xe liền lạc không bể may xe im khô ráo Fun chức năng đây đu không hao xăng có Síp cho ACE có thiện chí mua xe giao xe đúng hình,Suzuki,Hayate,2010.0,9.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
6618,8.5,kh sài tới bán 67,Xe chạy bth nhà nhiều xe bán bớt chiếc 67 gtdd bs thành phố ace nào cần h em nhanh gọn kh lằng quẳng ạ,Honda,67,2010.0,81111.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Việt Nam
6619,32.0,cần bán xe có công việc,Cần bán xe để lo công việc gấp ạ Xe nữ đi còn mới,Honda,Vario,2020.0,520000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
